Circuit ID,Source of ID,Names
CA3Usmo,DHBA,stratum moleculare of uncal CA3
CA3Usla,DHBA,stratum lacunosum of uncal CA3
CA3Usr,DHBA,stratum radiatum of uncal CA3
CA3Usl,DHBA,stratum lucidum of uncal CA3
CA3Usp,DHBA,stratum pyramidale of uncal CA3
CA3Uso,DHBA,stratum oriens of uncal CA3
CA3R,DHBA,rostral CA3
CA3Rslm,DHBA,stratum lacunosum-moleculare of rostral CA3
CA3Rsmo,DHBA,stratum moleculare of rostral CA3
CA3Rsla,DHBA,stratum lacunosum of rostral CA3
CA3Rsr,DHBA,stratum radiatum of rostral CA3
CA3Rsl,DHBA,stratum lucidum of rostral CA3
CA3Rsp,DHBA,stratum pyramidale of rostral CA3
CA3Rso,DHBA,stratum oriens of rostral CA3
CA3C,DHBA,caudal CA3
CA3Cslm,DHBA,stratum lacunosum-moleculare of caudal CA3
CA3Csmo,DHBA,stratum moleculare of caudal CA3
CA3Csla,DHBA,stratum lacunosum of caudal CA3
CA3Csr,DHBA,stratum radiatum of caudal CA3
CA3Csl,DHBA,stratum lucidum of caudal CA3
CA3Csp,DHBA,stratum pyramidale of caudal CA3
CA3Cso,DHBA,stratum oriens of caudal CA3
CA4,DHBA,CA4 region of Hipp
CA4Upy,DHBA,pyramidal cells of uncal CA4
CA4Rpy,DHBA,pyramidal cells of rostral CA4
CA4Cpy,DHBA,pyramidal cells of caudal CA4
Sub,DHBA,subicular cortex
S,DHBA,subiculum
S_distal,"[Bubb, 2017]","Subiculum, distal"
S_proximal,"[Bubb, 2018]","Subiculum, proximal"
S-U,DHBA,uncal subiculum
SUmo,DHBA,molecular layer of uncal subiculum
SUpy,DHBA,pyramidal layer of uncal subiculum
SUpm,DHBA,polymorphic layer of uncal subiculum
S-R,DHBA,rostral subiculum
SRmo,DHBA,molecular layer of rostral subiculum
SRpy,DHBA,pyramidal layer of rostral subiculum
SRpf,DHBA,polymorphic layer of rostral subiculum
S-C,DHBA,caudal subiculum
SCmo,DHBA,molecular layer of caudal subiculum
SCpy,DHBA,pyramidal layer of caudal subiculum
SCpf,DHBA,polymorphic layer of caudal subiculum
ProS,DHBA,prosubiculum
ProU,DHBA,uncal prosubiculum
ProUmo,DHBA,molecular layer of uncal prosubiculum
ProUsp,DHBA,stratum pyramidale of uncal prosubiculum
ProUso,DHBA,stratum oriens of uncal prosubiculum
ProR,DHBA,rostral prosubiculum
ProRmo,DHBA,molecular layer of rostral prosubiculum
ProRsp,DHBA,stratum pyramidale of rostral prosubiculum
ProRso,DHBA,stratum oriens of rostral prosubiculum
ProC,DHBA,caudal prosubiculum
ProCmo,DHBA,molecular layer of caudal prosubiculum
ProCsp,DHBA,stratum pyramidale of caudal prosubiculum
ProCso,DHBA,stratum oriens of caudal prosubiculum
SuS,DHBA,supracallosal subiculum
SuSm,DHBA,marginal layer of SuS
SuSp,DHBA,principal layer of SuS
SuSd,DHBA,deep (subplate) layer of SuS
IG,DHBA,indusium griseum
IGm,DHBA,marginal layer of IG
IGp,DHBA,principal layer of IG
IGd,DHBA,deep (subplate) layer of IG
TT,DHBA,taenia tectum
TTm,DHBA,marginal layer of TT
TTp,DHBA,principal layer of TT
TTd,DHBA,deep (subplate) layer of TT
PalCx,DHBA,paleocortex (semicortex)
OB,DHBA,Olfactory bulb
OBonl,DHBA,olfactory nerve layer of olfactory bulb
OBglo,DHBA,glomerular layer of olfactory bulb
OBopl,DHBA,outer plexiform layer of olfactory bulb
OBmcl,DHBA,mitral cell layer of olfactory bulb
OBipl,DHBA,inner plexiform layer of olfactory bulb
OBgcl,DHBA,granular cell layer of olfactory bulb
AON,DHBA,Anterior olfactory nucleus
NLOT,DHBA,
OT,DHBA,Olfactory tubercle
OT1,DHBA,layer I olfactory tubercle
OT2,DHBA,layer II olfactory tubercle
OT3,DHBA,layer III olfactory tubercle
LOA,DHBA,lateral olfactory area
LOA1,DHBA,layer I of lateral olfactory area
LOA2,DHBA,layer II of lateral olfactory area
LOA3,DHBA,layer III of lateral olfactory area
LOAlc,DHBA,lightly-stained cell islands of lateral olfactory area
LOAdc,DHBA,darkly-stained cell islands of lateral olfactory area
Pir,DHBA,"Piriform cortex, PC"
Pir1,DHBA,layer I of piriform cortex
Pir2,DHBA,layer II of piriform cortex
Pir3,DHBA,layer III of piriform cortex
PEA,DHBA,piriform-entorhinal-amygdaloid area
PEA1,DHBA,layer I of piriform-entorhinal-amygdaloid area
PEA2,DHBA,layer II of piriform-entorhinal-amygdaloid area
PEA3,DHBA,layer III of piriform-entorhinal-amygdaloid area
CN,DHBA,cerebral nuclei
AMY,DHBA,amygdaloid complex
AAA,DHBA,"anterior amygdaloid area
"
AAAd,DHBA,dorsal part of AAA
AAAv,DHBA,ventral part of AAA
CEN,DHBA,"central nuclear group, CE, CeA"
CEm,DHBA,medial subdivision of central nucleus
CEmd,DHBA,dorsal part of CEm
CEmv,DHBA,ventral part of CEm
CEl,DHBA,lateral subdivision of central nucleus
CElap,DHBA,apical part of CEl
CElca,DHBA,capsular part of CEl
CElpc,DHBA,paracapsular part of CEl
CElcn,DHBA,central part of CEl
CMN,DHBA,corticomedial nuclear group
Co,DHBA,cortical amygdaloid nuclei
CoA,DHBA,anterior cortical nuleus
CoAd,DHBA,dorsal subdivision of CaA
CoAv,DHBA,ventral subdivsion of CoA
CoA-m,DHBA,marginal layer of anterior cortical nucleus
CoP,DHBA,posterior cortical nucleus
CoPd,DHBA,dorsal subdivision of CaP
CoPv,DHBA,ventral subdivsion of CoP
CoP-m,DHBA,marginal layer of posterior cortical nucleus
Me,DHBA,"medial nucleus, M"
MeR,DHBA,rostral subdivision of medial nucleus
MeC,DHBA,caudal subdivision of medial nucleus
MeCd,DHBA,dorsal part of caudal medial nucleus
MeCv,DHBA,ventral part of caudal medial nucleus
Me-m,DHBA,marginal layer of medial amygdaloid nucleus
AHA,DHBA,amygdalohippocampal area
AHAmc,DHBA,magnocellular part of amygdalohippocampal area
AHApc,DHBA,parvocellular part of amygdalohippocampal area
AHA-m,DHBA,marginal layer of amygdalohippocampal area
BLN,DHBA,"basolateral nuclear group, BLA"
La,DHBA,"lateral nucleus, L"
LaD,DHBA,dorsal division of lateral nucleus
LaDr,DHBA,dorsal rostral subdivision of lateral nucleus
LaDl,DHBA,dorsal lateral subdivision of lateral nucleus
LaCom,DHBA,comb-like part of lateral LaDl
LaDm,DHBA,dorsal medial subdivision of lateral nucleus
LaI,DHBA,intermediate division of lateral nucleus
LaV,DHBA,ventral division of lateral nucleus
LaVl,DHBA,ventral lateral subdivision of lateral nucleus
LaVm,DHBA,ventral medial subdivision of lateral nucleus
LaVglo,DHBA,glomerular subdivision of lateral nucleus
BL,DHBA,"basolateral nucleus (basal nucleus), B, BA"
BLD,DHBA,dorsal (magnocellular) division of basolateral nucleus
BLDl,DHBA,dorsal lateral division of basolateral nucleus
BLI,DHBA,intermediate division of basolateral nucleus
BLV,DHBA,ventral (parvicellular) division of basolateral nucleus
BLVl,DHBA,ventral lateral division of basolateral nucleus
BLVm,DHBA,ventral medial division of basolateral nucleus
BM,DHBA,"basomedial nuleus (accessory basal nuleus), AB"
BMD,DHBA,dorsal division of basomedial nuleus
BMDl,DHBA,dorsolateral subdivison of basomedial nuleus
BMDm,DHBA,dorsomedial (magnocellular) subdivision of basomedial nuleus
BMV,DHBA,ventral division of basomedial nuleus
BMVl,DHBA,ventrolateral (parvocellular) subdivision of basomedial nuleus
BMVm,DHBA,ventromedial subdivision of basomedial nuleus
BMm,DHBA,medial division of basomedial nuleus
BV,DHBA,basoventral nuleus
PL,DHBA,paralaminar nucleus
PLglo,DHBA,glomerular part of paralaminar nucleus
En,DHBA,endopiriform nulceus
INA,DHBA,Intercalated nucleus of amygdala (ITC)
IMG,DHBA,intramedullary gray of the amygdala
ATA,DHBA,amygdaloid transition areas
AHTA,DHBA,amygdalohippocampal transition area
AHTA-m,DHBA,marginal layer of AHTA
ASTA,DHBA,amygdalostriatal transition area
ACTA,DHBA,amygdalocortical (corticoamygdaloid) transition area
ACTA-m,DHBA,marginal layer of ACTA
SA,DHBA,supra-amygdaloid area
EXA,DHBA,extended amygdala
BNST,DHBA,bed nucleus of stria terminalis
BNSTm,DHBA,medial subdivision of BNST
BSTmr,DHBA,rostral subdivision of BNSTm
BSTmc,DHBA,caudal subdivision of BNSTm
BSTmcl,DHBA,lateral subdivision of BNSTmc
BSTmm,DHBA,medial subdivision of BNSTmc
BSTmv,DHBA,ventral subdivision of BNSTm
BNSTl,DHBA,lateral subdivision of BNST
BSTlj,DHBA,juxtacapsular subdivision of BNSTl
BSTld,DHBA,dorsal subdivision of BNSTl
BSTlv,DHBA,ventral subdivision of BNSTl
BSTlcn,DHBA,central subdivision of BNSTl
BSTlcn-s,DHBA,shell of central subdivision of BNSTl
BSTlc,DHBA,caudal subdivision of BNSTl
BSTlcm,DHBA,medial subdivision of BNSTlc
BSTlcd,DHBA,dorsal subdivision of BNSTlc
BSTlcv,DHBA,ventral subdivision of BNSTlc
BNSTsc,DHBA,supracapsular division of BNST
BSTscl,DHBA,lateral column of BNSTsc
BSTscm,DHBA,medial column of BNSTsc
BNSTin,DHBA,intercalated nuclei of BNST
SLEA,DHBA,sublenticular extended amygdala
SLEAm,DHBA,medial division of sublenticular extended amygdala
SLEAc,DHBA,central division of sublenticular extended amygdala
IPAC,DHBA,interstitial nucleus of posterior limb of anterior commissure
BN,DHBA,basal ganglia
BN_DP,collection,"direct pathway, in basal ganglia"
BN_HDP,collection,"hyperdirect pathway, in basal ganglia"
BN_IDP,collection,"indirect pathway, in basal ganglia"
STR,DHBA,"Striatum, Caudate-Putamen, Cd-Pu"
STR_matrix,makeshift,striatum matrix
STR_patch,makeshift,striatum patch; striosomes
vSTR,"[Krueger, 2019]","vSTR, ventral striatum"
Ca,DHBA,caudate nucleus
CaH,DHBA,head of caudate
CaHrp,DHBA,rostral pole of caudate head
CaHdl,DHBA,dorsolateral part of caudate head
CaHvm,DHBA,ventromedial part of caudate head
CaB,DHBA,body of caudate
CaT,DHBA,tail of caudate
Eca,DHBA,peri-caudate ependymal and subependymal zone
CaPu,DHBA,caudate-putamen cell bridges
Pu,DHBA,putamen
PuR,DHBA,rostral putamen
PuRv,DHBA,ventral part of rostral putamen
PuC,DHBA,caudal putamen
Pld,DHBA,laterodorsal part of putamen
Pint,DHBA,intermediate part of putamen
Pmv,DHBA,medioventral part of putamen
PuPV,DHBA,posteroventral putamen
PuMG,DHBA,marginal subdivision (cell groups) of putamen
NAC,DHBA,nucleus accumbens
NACc,DHBA,core of nucleus accumbens
NACcl,DHBA,lateral portion of the core
NACcm,DHBA,medial portion of the core
NACs,DHBA,shell of nucleus accumbens
NACsl,DHBA,lateral portion of the shell
NACsi,DHBA,intermediate portion of the shell
NACsm,DHBA,medial portion of the shell
GP,DHBA,globus pallidus
GPe,DHBA,external segment of globus pallidus
GPi,DHBA,internal globus pallidus
GPic,DHBA,central portion of GPi
GPip,DHBA,peripheral portion of GPi
EnPN,DHBA,entopeduncular nucleus
VeP,DHBA,Ventram Pallidum
Cla,DHBA,"Claustrum, Cl"
CLd,DHBA,Dorsal claustrum
CLv,DHBA,ventral claustrum
CLt,DHBA,temporal claustrum
BF,DHBA,basal forebrain
SEP,DHBA,septal nuclei
MSN,DHBA,Medial septum
LSN,DHBA,lateral septal nucleus
LSNd,DHBA,dorsal division of lateral septal nucleus
LSNi,DHBA,intermediate division of lateral septal nucleus
LSNv,DHBA,ventral division of lateral septal nucleus
CSN,DHBA,caudal septal nucleus
SFi,DHBA,septofimbrial nucleus
TSN,DHBA,triangular septal nucleus
SHi,DHBA,septohipocampal nucleus
Ld,DHBA,lambdoid septal zone
PLd,DHBA,paralambdoid septal nucleus
SHy,DHBA,septohypothalamic nucleus
BNM,DHBA,basal nucleus of Meynert
BNMl,DHBA,lateral cell groups of basal nucleus
BNMm,DHBA,medial cell groups of basal nucleus
NDB,DHBA,Nucleus of the horizontal limb of the diagonal band
NDBv,DHBA,vertical subdivision of nucleus of diagonal band
NDBh,DHBA,horizontal subdivision of nucleus of diagonal band
NSP,DHBA,nucleus subputaminalis
IsCj,DHBA,"Islands of Calleja, ICa"
IsCjm,DHBA,major island of Calleja
IsCjs,DHBA,scattered islands of Calleja
SI,DHBA,Substantia innominata
SI-pc,DHBA,lightly-stained parvocellular islands of SI
SI-nc,DHBA,darkly-stained nanocellular islands of SI
Die,DHBA,diencephalon
THM,DHBA,thalamus
TRN_core,"[Jones, 1998]",Core type relay neuron in thalamus
TRN_IL,makeshift,intralaminar type neuron in thalamus
TRN_matrix,"[Jones, 1998]",Matrix type relay neuron in thalamus
DTH,DHBA,dorsal thalamus
ANC,DHBA,anterior nuclear complex of thalamus
AD,DHBA,anterodorsal nucleus of thalamus
AM,DHBA,anteromedial nucleus of thalamus
AV,DHBA,anteroventral nucleus of thalamus
LD,DHBA,lateral dorsal nucleus of thalamus
MNC,DHBA,medial nuclear complex of thalamus
MD,DHBA,medio dorsal neucleus of thalamus
MDd,DHBA,densocelllular (paralamellar) division of MD
MDm,DHBA,magnocellular (medial) division of MD
MDmc,DHBA,central part of medial division of MD
MDam,DHBA,anteromedial large-celled island of MD
MDl,DHBA,multiform (lateral) division of MD
MDc,DHBA,parvocellular (central) division of MD
Re,DHBA,"Reuniens nucleus, RE"
Pt,DHBA,"Paratenial nucleus, PT"
LNC,DHBA,lateral nuclear complex of thalamus
DLN,DHBA,dorsal group of lateral nucleus
LP,DHBA,lateral posterior neucleus of thalamus
Pul,DHBA,pulvinar of thalamus
Pulr,DHBA,anterior nucleus of pulvinar
Pulm,DHBA,medial nucleus of pulvinar
Pull,DHBA,lateral nucleus of pulvinar
Puli,DHBA,inferior nucleus of pulvinar
Pulil,DHBA,lateral subdivision of Puli
Pulim,DHBA,medial subdivision of Puli
VLN,DHBA,ventral group of lateral nucleus
VA,DHBA,ventral anterior nucleus of thalamus
VA_core,makeshift,"ventral anterior nucleus of thalamus, core type relay neuron"
VA_matrix,makeshift,"ventral anterior nucleus of thalamus, matrix type relay neuron"
VApr,DHBA,parvocellular division of VA
VAmc,DHBA,magnocellular division of VA
VL,DHBA,ventral lateral nucleus of thalamus
VL_core,makeshift,"ventral lateral nucleus of thalamus, core type relay neuron"
VL_matrix,makeshift,"ventral lateral nucleus of thalamus, matrix type relay neuron"
VLR,DHBA,rostral division of VL
VLC,DHBA,caudal division of VL
VLCd,DHBA,dorsal subdivision of VLC
VLCv,DHBA,ventral subdivision of VLC
VLCx,DHBA,medial subdivision of VLC (area x)
VPT,DHBA,"ventral posteriot nucleus of thalamus, Ventral posterior nucleus, VP"
VPL,DHBA,ventral posterior lateral nucleus
VPLr,DHBA,rostral division of ventral posterior lateral nucleus
VPLc,DHBA,caudal division of ventral posterior lateral nucleus
VPM,DHBA,ventral posterior medial nucleus
VPMpc,DHBA,parvocellular division of VPM
VPI,DHBA,ventral posterior inferior nucleus
VMb,DHBA,basal ventral medial nucleus
VM,DHBA,ventral medial nucleus of thalamus
PoN,DHBA,posterior nuclear complex of thalamus
LG,DHBA,lateral geniculate nucleus
DLG,DHBA,dorsal lateral geniculate nucleus
DLGmc,DHBA,magnocellular layer of DLG
DLG1,DHBA,layer 1 of DLG
DLG2,DHBA,layer 2 of DLG
DLGpc,DHBA,parvicellular layer of DLG
DLG3,DHBA,layer 3 of DLG
DLG4,DHBA,layer 4 of DLG
DLG5,DHBA,layer 5 of DLG
DLG6,DHBA,layer 6 of DLG
DLGs,DHBA,S layer of DLG
DLGk,DHBA,koniocellular layer of DLG
PG,DHBA,pregeniculate nucleus
MG,DHBA,medial geniculate neuclei
DMG,DHBA,dorsal medial geniculate nucleus
DMGad,DHBA,anterodorsal subdivision of DMG
DMGpd,DHBA,posterodorsal subdivision of DMG
VMG,DHBA,ventral medial geniculate nucleus
MMG,DHBA,"magnocellular (medial) nuleus, Medial geniculate nucleus medial part, MDm"
LiMG,DHBA,limitans part of medial geniculate nucleus
Po,DHBA,posterior nucleus of thalamus
LSG,DHBA,limitans/suprageniculate nucleus
Lim,DHBA,limtans nucleus
SGN,DHBA,"Suprageniculate nucleus, SG"
ILN,DHBA,intralaminar nuclear complex
AILN,DHBA,anterior group of intralaminar nuclei
CL,DHBA,central lateral nucleus of the thalamus
CLm,DHBA,medial division of central lateral nucleus
CLl,DHBA,lateral division of central lateral nucleus
CLs,DHBA,dorsal division of central lateral nucleus
CLc,DHBA,caudal division of central lateral nucleus
CeM,DHBA,central medial nucleus of thalamus
PC,DHBA,paracentral nucleus of thalamus
CD,DHBA,central dorsal nucleus of thalamus
PILN,DHBA,"posteriar group of intralaminar nuclei, Posterior intralaminar nucleus, PIN"
CM,DHBA,centromedian nucleus of thalamus
CMl,DHBA,lateral division of centromedian nucleus of thalamus
CMm,DHBA,medial division of centromedian nucleus of thalamus
Pf,DHBA,parafascicular nucleus of thalamus
Pfl,DHBA,lateral division of parafascicular nucleus of thalamus
Pfm,DHBA,medial division of parafascicular nucleus of thalamus
SPf,DHBA,Subparafascicular nucleus
RPf,DHBA,retroparafascicular area of thalamus
Fa,DHBA,fasciculosus nucleus of thalamus
MiN,DHBA,midline nuclear complex
Rh,DHBA,rhomboid (central) nucleus of thalamus
PeVA,DHBA,"periventricular area of thalamus, Periventricular nucleus, PeV"
IAM,DHBA,Interanteromedial nucleus
IMD,DHBA,"Intermediodorsal nucleus, UMD"
ETH,DHBA,epithalamus
HN,DHBA,"Habenular nuclei, Habenula, Hab"
LHN,DHBA,lateral habenular nucleus
LHNmc,DHBA,magnocellular division of lateral habenular nucleus
LHNpc,DHBA,parvicellular division of lateral habenular nucleus
MHN,DHBA,medial habenular nucleus
PaV,DHBA,Paraventricular nucleus
PaVr,DHBA,rostral subdivision of paraventricular nucleus
PaVc,DHBA,caudal subdivision of paraventricular nucleus
Pin,DHBA,pineal body
VTH,DHBA,ventral thalamus
FF,DHBA,nucleus of the field of Forel
ZI,DHBA,Zona inserta
ZId,DHBA,"zona incerta, dorsal division"
ZIv,DHBA,"zona incerta, ventral division"
EnP,DHBA,endopeduncular nucleus
PSTh,DHBA,parasubthalamic nucleus
R,DHBA,reticular nucleus of thalamus
Rmc,DHBA,magnocellular division of reticular nucleus
Rpc,DHBA,parvocellular division of reticular nucleus (perireticular nucleus)
SubTH,DHBA,subthalamus
STH,DHBA,subthalamic nucleus
STHm,DHBA,meial portionof STH
STHld,DHBA,lateroventral porion of STH
STHlv,DHBA,laterodorsal portion of STH
HTH,DHBA,Hypothalamus
HTHpo,DHBA,"preoptic region of HTH, Preoptic area/nucleus, PO"
PeVpo,DHBA,"periventricular nucleus, preoptic portion"
DPe,DHBA,dorsal periventricular nucleus
AVPe,DHBA,anteroventral periventricular nucleus
AMPO,DHBA,anteromedial preoptic nucleus
MPA,DHBA,medial preoptic area
MPN,DHBA,medial preoptic nucleus
LPA,DHBA,lateral preoptic area
IMH,DHBA,intermediate (sexually dimorphic) hypothalamic nuclei
MnPO,DHBA,median preoptic nucleus
HTHso,DHBA,"supraoptic region of HTH, Supraoptic nucleus, SO"
PeVso,DHBA,"periventricular nucleus, supraoptic portion"
AHN,DHBA,"Anterior hypothalamic area/nucleus, AH"
AnHA,DHBA,anterior hypothalamic area
PV,DHBA,paraventricular nucleus of hypothalamus
PVd,DHBA,descending division of paraventricular nucleus
PVmc,DHBA,magnocellular division of paraventricular nucleus
PVpc,DHBA,parvicellular division of paraventricular nucleus
PVpo,DHBA,posterior division of paraventricular nucleus
UnN,DHBA,uncinate nucleus
SCN,DHBA,"suprachiasmatic nucleus, Suprachiasmatic nucleus, SCh"
SCNd,DHBA,dorsal part of suprachiasmatic nucleus
SCNc,DHBA,central part of suprachiasmatic nucleus
RCN,DHBA,"retrochiasmatic nucleus, Retrochiasmatic area, RCh"
SO,DHBA,supraoptic nucleus
SOm,DHBA,medial part of supraoptic nucleus
SOl,DHBA,lateral part of supraoptic nucleus
LHAa,DHBA,"lateral hypothalamic area, anterior part"
SuV,DHBA,subventricular nucleus
SPZ,DHBA,subparaventricular zone
HTHtub,DHBA,tuberal region of HTH
PeVtub,DHBA,"periventricular nucleus, tuberal portion"
JPLH,DHBA,juxtaparaventricular lateral hypothalamic area
DHA,DHBA,dorsal hypothalamic area
DMH,DHBA,"dorsomedial hypothalamic nucleus, Dorsomedial nucleus, DM"
DMHc,DHBA,compact part of dorsomedial hypothalamic nucleus
DMHd,DHBA,diffuse part of dorsomedial hypothalamic nucleus
VMH,DHBA,"ventromedial hypothalamic nucleus, Ventromedial nucleus, VM"
VMHd,DHBA,dorsal part of ventromedial hypothalamic nucleus
VMHv,DHBA,ventral part of ventromedial hypothalamic nucleus
VMHc,DHBA,central part of ventromedial hypothalamic nucleus
PMH,DHBA,"posteromedial hypothalamic nucleus, Posteromedian nucleus, PM"
Arc,DHBA,arcuate nucleus of hypothalamusNucleus arcuatus
LT,DHBA,lateral tuberal nuclei
LHAtub,DHBA,"lateral hypothalamic area, tuberal part"
LHmc,DHBA,magnocellular nucleus of lateral hypothalamic area
LHsc,DHBA,accessory secretory cells of lateral hypothalamus
PalHy,DHBA,pallidohypothalamic area
NCN,DHBA,nanocellular hypothalamic nucleus
ME,DHBA,median eminence
MEE,DHBA,external portion of median eminence
MEI,DHBA,internal portion of median eminence
HTHma,DHBA,mammillary region of HTH
TM,DHBA,"Tuberomamillary nucleus, tM"
SUM,DHBA,"Supramamillary nucleus, sM"
MN,DHBA,mammilary neucleus
MM,DHBA,medial mammillary nucleus
MMl,DHBA,lateral part of medial mammillary nucleus
MMm,DHBA,medial part of medial mammillary nucleus
MMb,DHBA,basal division of medial mammillary nucleus
LM,DHBA,lateral mammillary nucleus
PHN,DHBA,"Posterior hypothalamic area/nucleus, PH"
LHAp,DHBA,"lateral hypothalamic area, posterior part"
PeF,DHBA,"perifornical nucleus, Perifornical area, pFo"
PMN,DHBA,"Premamillary nucleus, preM"
RMA,DHBA,retromammillary area
Pit,DHBA,pituitary body
Ret,DHBA,retina
FWM,DHBA,white matter of forebrain
FCFT,DHBA,forebrain commissural fiber tracts
ac,DHBA,anterior commissure
cc,DHBA,corpus callosum
ccr,DHBA,rostrum of corpus callosum
ccg,DHBA,genu of corpus callosum
ccg-mi,DHBA,forceps minor (frontalis)
ccb,DHBA,body of corpus callosum
ccbr,DHBA,"body of cc, rostral portion"
ccbi,DHBA,"body of cc, intermediate portion"
ccbc,DHBA,"body of cc, caudal portion"
ccs,DHBA,splenium of corpus callosum
ccs-ma,DHBA,forceps major (occipitalis)
ccs-in,DHBA,forceps inferior
ccrd,DHBA,radiations of corpus callosum
tap,DHBA,tapetum of corpus callosum
hac,DHBA,habenular commissure
hic,DHBA,hippocampal commissure
dhic,DHBA,dorsal hippocampal commissure
vhic,DHBA,ventral hippocampal commissure
smc,DHBA,supramamillary commissure
FIFT,DHBA,forebrain ipsilateral fiber tracts
alv,DHBA,alveus
amtg,DHBA,amygdalotegmental tract
ar,DHBA,acoustic radiation
agb,DHBA,angular bundle
al,DHBA,ansa lenticularis
ap,DHBA,ansa peduncularis
af,DHBA,arcuate fasciculus
bx,DHBA,bundle X
cb,DHBA,cingulum bundle
cb-cx,DHBA,cingulum bundle in cingulate cortex
cb-tx,DHBA,cingulum bundle in temporal cortex
comb,DHBA,comb fibers
cor,DHBA,corona radiata
cor-a,DHBA,anterior portion of corona radiata
cor-s,DHBA,superior portion of corona radiata
cor-p,DHBA,posterior portion of corona radiata
cbu-sc,DHBA,"corticobulbar tract, supracapsular part"
cpa,DHBA,corticopallidal tract
cst,DHBA,corticostriate tract
dpa,DHBA,dentatopallidal tract
dib,DHBA,diagonal band
dlf,DHBA,dorsal longitudinal fasciculus
dob,DHBA,dorsal occipital bundle
extC,DHBA,external capsule
emlgp,DHBA,external medullary lamina of globus pallidus
emlth,DHBA,external medullary lamina of thalamus
extrC,DHBA,extreme capsule
fim,DHBA,fimbria
fx,DHBA,fornix
fx-co,DHBA,column of the fornix
fxc-r,DHBA,"column of the fornix, rostral portion"
fxc-c,DHBA,"column of the fornix, caudal portion"
fx-b,DHBA,body of the fornix
fx-cr,DHBA,crus of the fornix
hyhp,DHBA,hypothalamo-hypophyseal tract
ilf,DHBA,inferior longitudinal fasciculus
ithp,DHBA,inferior thalamic peduncle
ic,DHBA,internal capsule
aic,DHBA,anterior limb of internal capsule
pfpf,DHBA,prefrontopontine fibers
athf,DHBA,anterior thalamic radiation
gic,DHBA,genu of internal capsule
cbu-ic,DHBA,corticobulbar fibers
cre,DHBA,corticoreticular fibers
pic,DHBA,posterior limb of internal capsule
lthp,DHBA,lenticulothalamic portion
csp,DHBA,corticospinal fibers
fpn,DHBA,frontopontine fibers
sthr,DHBA,superior thalamic radiation
cte,DHBA,corticotectal fibers
cru,DHBA,corticorubral fibers
relp,DHBA,retrolenticular portion
pthr,DHBA,posterior thalamic radiation
or-rl,DHBA,optic radiation (geniculocalcarine tract)
ppn,DHBA,parietopontine fibers
opn,DHBA,occipitopontine fibers
oco,DHBA,occipitocollicular fibers
sulp,DHBA,sublenticular portion
ar-sl,DHBA,auditory radiation
tepn,DHBA,temporopontine fibers
imlgp,DHBA,internal medullary lamina of globus pallidus
imlth,DHBA,internal medullary lamina of thalamus
lls,DHBA,lateral longitudinal stria
lf,DHBA,lenticular fasciculus
mp,DHBA,mammillary peduncle
mtg,DHBA,mammillotegmental tract
mtt,DHBA,mammillothalamic tract
mcht,DHBA,medial corticohypothalamic tract
mfb,DHBA,medial forebrain bundle
mls,DHBA,medial longitudinal stria
or-lp,DHBA,Meyer's loop of optic radiation
milf,DHBA,middle longitudinal fasciculus
npa,DHBA,nigropallidal tract
nst,DHBA,nigrostriate tract
off,DHBA,occipitofrontal fasciculus
offi,DHBA,inferior occipitofrontal fasciculus
offs,DHBA,superior occipitofrontal fasciculus
olt,DHBA,olfactory tract
ost,DHBA,olfactory striae
lost,DHBA,lateral olfactory stria
most,DHBA,medial olfactory stria
ox,DHBA,optic chiasm
on,DHBA,optic nerve
or,DHBA,optic radiation
ot,DHBA,optic tract
opt,DHBA,orbito-polar tract
pni,DHBA,pallidonigral tract
ptg,DHBA,paraterminal gyrus
pth,DHBA,pallidothalamic tract
perf,DHBA,perforant path
perp,DHBA,perpendicular fasciculus
ponb,DHBA,pontine bundle
rthp,DHBA,rostral thalamic peduncle
sst,DHBA,sagittal stratum
sste,DHBA,external sagittal stratum
ssti,DHBA,internal sagittal stratum
saf,DHBA,short association fibers
szt,DHBA,stratum zonale of thalamus
smt,DHBA,stria medullaris of thalamus
st,DHBA,stria terminalis
spa,DHBA,striopallidal tract
sni,DHBA,strionigral tract
sth,DHBA,striothalamic tract
scf,DHBA,subcallosal fasciculus
sthf,DHBA,subthalamic fasciculus
sprs,DHBA,superficial presubicular path
slf,DHBA,superior longitudinal fasciculus
slf-m,DHBA,"superior longitudinal fasciculus, medial portion"
slf-i,DHBA,"superior longitudinal fasciculus, intermediate portion"
slf-l,DHBA,"superior longitudinal fasciculus, lateral portion"
sox,DHBA,supraoptic dicussation
tpul,DHBA,temporopulvinar bundle
thf,DHBA,thalamic fasciculus
thpa,DHBA,thalamopallidal tract
thst,DHBA,thalamostriate tract
tuin,DHBA,tuberoinfundibular path
unf,DHBA,uncinate fasciculus
vamy,DHBA,ventral amygdaloid efferent path
FV,DHBA,ventricles of forebrain
LV,DHBA,lateral ventricles
aLV,DHBA,anterior horn of lateral ventricle
bLV,DHBA,body of lateral ventricle
xLV,DHBA,atrium of lateral ventricle
pLV,DHBA,posterior horn of lateral ventricle
iLV,DHBA,inferior horn of lateral ventricle
olr,DHBA,olfactory recess
3V,DHBA,third ventricle
ifr3V,DHBA,infundubular recess of 3V
por3V,DHBA,preoptic recess of 3V
pir3V,DHBA,pineal recess of 3V
